5,0,0,0,0,0,120,0,0,75,0,0,0,55,0,5,0,5,5,0
40,0,5,0,0,0,0,0,120,0,0,75,0,0,0,55,0,5,0,5
35,0,130,0,0,0,0,5,0,130,60,0,10,10,0,20,5,5,0,45
5,0,5,0,0,0,5,0,40,0,130,0,0,0,0,5,0,130,60,0
65,0,0,100,25,15,0,5,0,0,0,70,0,70,110,0,5,0,40,0
70,0,0,100,25,15,0,5,0,0,0,70,0,70,110,0,5,0,40,0
5,15,0,0,0,5,0,0,20,0,0,0,5,5,0,0,0,705,10,5
5,0,15,0,0,0,105,10,0,0,10,10,45,5,15,0,0,0,5,0
50,0,0,0,25,0,40,50,5,10,0,15,0,0,0,105,10,0,0,10
35,0,0,30,0,20,15,5,60,20,0,25,5,0,50,0,0,0,20,60
15,0,0,10,0,0,5,5,0,10,10,0,25,10,0,55,0,140,0,0
120,50,0,0,10,0,0,5,5,0,10,10,0,25,10,0,55,0,140,0
10,0,0,0,0,5,0,0,0,5,0,145,10,130,50,0,0,10,0,0
25,20,0,10,10,0,0,0,20,0,0,110,0,0,0,30,45,10,0,15
40,0,30,25,20,0,10,10,0,0,0,20,0,0,110,0,0,0,30,45
25,0,5,0,100,0,0,0,5,30,0,0,10,0,5,0,10,0,20,30
80,0,20,10,0,0,0,15,25,0,5,30,0,5,0,100,0,0,0,5
35,95,0,25,0,10,0,50,0,30,100,5,0,0,20,0,0,40,10,0
40,0,0,50,95,0,25,0,10,0,50,0,30,100,5,0,0,20,0,0
40,95,0,0,10,15,5,5,0,10,0,0,20,0,10,5,0,20,5,0
45,95,0,0,10,15,5,5,0,10,0,0,20,0,10,5,0,20,5,0
10,10,0,15,0,10,25,0,0,0,0,115,85,0,35,15,0,95,5,95
30,0,0,0,10,0,20,10,0,0,5,15,10,0,0,0,10,0,0,25
45,0,0,0,10,0,20,10,0,0,5,15,10,0,0,0,10,0,0,25
10,0,10,0,50,0,0,0,10,0,20,10,0,0,5,15,10,0,0,0
10,0,5,0,10,0,10,0,50,0,0,0,10,0,20,10,0,0,5,15
5,0,5,0,5,35,0,0,0,20,25,0,5,0,10,0,10,0,50,0
5,5,0,5,0,5,0,5,35,0,0,0,20,25,0,5,0,10,0,10
5,0,0,0,0,25,0,10,5,0,10,10,0,15,0,15,0,35,65,0
10,0,0,0,0,25,0,10,5,0,10,10,0,15,0,15,0,35,65,0
65,0,25,0,15,0,5,0,35,0,0,5,0,5,0,0,0,100,25,0
10,5,0,10,0,5,0,0,0,100,5,0,5,0,10,0,105,0,25,0
15,0,0,0,65,5,0,0,5,0,15,5,0,10,0,5,0,0,0,100
30,0,0,0,65,5,0,0,5,0,15,5,0,10,0,5,0,0,0,100
40,0,110,0,0,0,65,5,0,0,5,0,15,5,0,10,0,5,0,0
5,10,10,10,0,20,0,20,0,115,5,0,10,5,0,15,0,85,0,55
5,0,0,0,5,0,10,0,0,0,5,5,10,10,10,0,20,0,20,0
25,0,0,0,5,0,10,0,0,0,5,5,10,10,10,0,20,0,20,0
45,0,0,0,5,0,35,15,0,65,5,0,10,0,0,10,70,10,25,5
45,0,5,5,0,50,0,0,0,5,0,35,15,0,65,5,0,10,0,0
50,0,5,5,0,50,0,0,0,5,0,35,15,0,65,5,0,10,0,0
90,0,5,5,0,50,0,0,0,5,0,35,15,0,65,5,0,10,0,0
95,0,5,5,0,50,0,0,0,5,0,35,15,0,65,5,0,10,0,0
10,0,30,0,5,0,20,20,50,15,0,5,0,85,10,0,0,15,5,0
10,0,10,0,0,5,0,70,5,5,10,0,25,15,0,10,0,0,10,0
10,0,0,5,5,20,0,10,0,10,0,0,5,0,70,5,5,10,0,25
25,0,0,0,25,0,20,0,0,5,5,20,0,10,0,10,0,0,5,0
5,15,340,120,0,45,0,20,0,45,0,65,60,0,0,0,0,0,0,0
40,5,15,0,0,5,0,0,20,5,0,0,10,0,0,0,0,0,110,105
35,5,275,0,5,15,35,50,0,0,0,0,5,0,0,0,0,50,40,10
5,0,10,5,0,40,60,10,0,10,0,0,0,50,1600,0,0,15,0,10
15,0,0,0,0,0,5,0,0,0,10,5,25,0,0,5,5,5,30,5
25,0,0,0,0,0,5,0,0,0,10,5,25,0,0,5,5,5,30,5
10,0,0,0,70,0,0,25,0,0,0,0,10,40,20,0,0,20,120,125
0,115,5,5,5,5,0,0,0,0,0,0,35,10,5,20,5,10,15,0
0,115,5,5,5,5,0,0,0,0,0,0,35,10,5,20,5,10,15,0
0,0,255,10,10,55,0,10,0,0,20,5,0,0,150,10,35,5,0,0
0,5,0,0,15,0,0,75,5,0,10,25,0,0,0,0,0,10,15,0
0,10,0,5,5,0,15,0,5,10,15,0,5,0,0,15,0,0,75,5
10,0,5,0,0,0,0,0,0,0,0,0,0,0,50,0,0,35,0,0
30,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,50,0,0
10,0,0,5,0,5,0,5,0,25,0,0,5,5,115,0,40,0,10,15
15,0,15,5,5,0,40,0,40,25,0,45,0,0,0,0,0,0,5,0
20,0,0,0,0,0,10,0,60,15,0,15,5,5,0,40,0,40,25,0
65,0,0,5,25,0,0,0,0,0,10,0,60,15,0,15,5,5,0,40
5,5,15,0,0,0,80,0,0,5,25,0,0,0,0,0,10,0,60,15
50,0,5,0,0,5,70,0,40,0,0,0,5,0,20,10,5,0,30,120
40,0,25,5,15,0,30,0,5,10,5,5,65,0,50,10,0,10,0,25
0,105,0,5,0,5,0,0,140,105,60,0,105,0,5,0,0,25,0,5
0,50,140,0,105,0,5,0,5,0,0,140,105,60,0,105,0,5,0,0
0,70,0,60,50,0,5,0,100,5,0,85,0,50,5,0,70,0,0,20
0,25,0,25,25,5,0,25,0,0,0,25,0,0,75,0,5,115,20,0
0,20,0,105,150,100,0,50,0,5,0,100,5,0,25,0,25,25,5,0
0,20,0,105,150,100,0,50,0,5,0,100,5,0,25,0,25,25,5,0
0,30,10,0,90,55,0,0,50,0,0,0,70,0,0,105,0,10,10,0
0,25,75,0,40,50,0,10,0,90,100,0,5,0,130,0,10,0,15,0
0,5,50,0,25,50,0,25,75,0,40,50,0,10,0,90,100,0,5,0
0,5,50,0,25,50,0,25,75,0,40,50,0,10,0,90,100,0,5,0
0,5,50,0,25,50,0,25,75,0,40,50,0,10,0,90,100,0,5,0
0,0,5,5,0,5,10,0,15,0,0,5,0,160,5,25,0,0,5,0
0,0,5,5,0,5,10,0,15,0,0,5,0,160,5,25,0,0,5,0
0,5,25,15,5,0,0,5,0,365,5,100,0,55,0,10,50,0,10,0
0,15,5,0,5,25,15,5,0,0,5,0,365,5,100,0,55,0,10,50
35,25,0,70,0,0,0,5,5,0,90,5,0,0,0,0,25,5,5,5
15,0,15,0,125,135,100,0,0,35,0,0,25,5,0,0,0,65,160,55
5,0,0,5,0,45,0,15,0,125,135,100,0,0,35,0,0,25,5,0
30,0,0,5,0,45,0,15,0,125,135,100,0,0,35,0,0,25,5,0
45,0,15,50,0,0,5,0,45,0,15,0,125,135,100,0,0,35,0,0
25,65,0,15,50,0,0,5,0,45,0,15,0,125,135,100,0,0,35,0
40,65,0,15,50,0,0,5,0,45,0,15,0,125,135,100,0,0,35,0
80,0,20,0,0,0,85,20,5,35,20,0,5,10,10,5,30,0,25,0
30,0,0,80,0,20,0,0,0,85,20,5,35,20,0,5,10,10,5,30
45,0,0,0,50,0,0,80,0,20,0,0,0,85,20,5,35,20,0,5
50,0,0,0,50,0,0,80,0,20,0,0,0,85,20,5,35,20,0,5
90,0,0,0,50,0,0,80,0,20,0,0,0,85,20,5,35,20,0,5
5,20,5,0,10,35,35,0,110,0,0,0,50,0,0,80,0,20,0,0
35,0,0,0,10,5,0,5,0,10,0,0,5,0,0,15,5,15,50,0
15,0,0,40,0,0,0,10,5,0,5,0,10,0,0,5,0,0,15,5
45,0,25,60,0,0,0,0,5,0,0,0,120,0,10,0,0,10,0,40
25,5,5,0,70,0,0,20,0,0,0,0,0,0,0,30,10,0,0,0
25,35,0,20,160,20,10,0,0,10,0,10,0,0,0,5,5,0,0,10
45,35,0,20,160,20,10,0,0,10,0,10,0,0,0,5,5,0,0,10
10,0,55,35,0,20,160,20,10,0,0,10,0,10,0,0,0,5,5,0
10,0,15,10,0,55,35,0,20,160,20,10,0,0,10,0,10,0,0,0
10,0,500,0,0,10,0,15,10,0,55,35,0,20,160,20,10,0,0,10
10,0,0,20,0,10,0,500,0,0,10,0,15,10,0,55,35,0,20,160
35,45,0,5,5,0,0,0,5,0,165,0,0,5,0,0,20,0,0,35
10,5,0,50,45,0,5,5,0,0,0,5,0,165,0,0,5,0,0,20
5,0,140,125,60,5,10,0,0,10,0,0,10,0,0,5,25,10,0,25
25,0,0,0,5,0,10,100,0,5,5,0,35,0,0,0,0,0,5,0
15,0,10,5,0,10,5,20,0,0,0,0,0,0,5,10,10,0,105,120
45,0,75,50,0,0,0,0,70,0,10,45,0,0,0,0,0,45,50,0
20,0,50,0,5,0,10,0,15,0,10,10,0,15,5,90,0,0,0,0
10,10,0,0,50,0,205,60,0,20,0,0,0,15,0,0,80,50,0,5
15,10,0,0,50,0,205,60,0,20,0,0,0,15,0,0,80,50,0,5
10,0,0,0,10,0,0,0,65,10,0,0,50,0,205,60,0,20,0,0
5,0,0,0,0,5,0,0,15,5,0,0,5,115,0,0,0,35,5,0
0,0,60,0,50,0,0,0,0,5,0,0,15,5,0,0,5,115,0,0
0,0,60,0,50,0,0,0,0,5,0,0,15,5,0,0,5,115,0,0
10,60,0,0,15,0,0,0,0,15,10,0,5,0,5,0,5,0,0,0
5,30,0,5,30,155,0,100,0,0,60,0,65,0,0,20,10,0,0,0
35,30,0,5,30,155,0,100,0,0,60,0,65,0,0,20,10,0,0,0
15,10,0,0,5,0,25,0,25,0,5,0,0,10,15,0,55,0,30,0
15,20,0,85,0,0,25,0,0,5,80,30,0,5,0,0,60,0,40,15
25,0,0,0,0,15,20,20,0,85,0,0,25,0,0,5,80,30,0,5
50,0,0,0,0,15,20,20,0,85,0,0,25,0,0,5,80,30,0,5
10,35,90,5,5,0,5,0,5,0,0,5,10,0,10,0,5,5,0,0
20,0,0,0,5,0,25,0,0,0,5,10,30,0,0,15,0,80,5,5
10,0,15,0,0,10,0,0,10,0,35,25,10,0,70,10,5,0,5,0
70,0,5,0,5,0,0,0,5,0,0,10,0,5,0,40,0,35,15,0
5,0,75,0,5,0,5,0,0,0,5,0,0,10,0,5,0,40,0,35
10,0,75,0,5,0,5,0,0,0,5,0,0,10,0,5,0,40,0,35
195,0,0,25,0,50,0,10,5,0,15,35,0,0,0,5,0,0,25,0
225,0,0,25,0,50,0,10,5,0,15,35,0,0,0,5,0,0,25,0
25,0,0,0,5,0,5,0,0,0,25,0,0,0,25,0,0,0,0,0
80,0,0,0,5,0,5,0,0,0,25,0,0,0,25,0,0,0,0,0
